阿甘正传, 罗伯特·泽米吉斯 Robert Zemeckis,1994,9.5,2246909人评价
泰坦尼克号, 詹姆斯·卡梅隆 James Cameron,1997,9.5,2285494人评价
千与千寻, 宫崎骏 Hayao Miyazaki,2001,9.4,2333782人评价
这个杀手不太冷, 吕克·贝松 Luc Besson,1994,9.4,2375626人评价
美丽人生, 罗伯托·贝尼尼 Roberto Benigni,1997,9.5,1375728人评价
星际穿越, 克里斯托弗·诺兰 Christopher Nolan,2014,9.4,1949391人评价
盗梦空间, 克里斯托弗·诺兰 Christopher Nolan,2010,9.4,2150330人评价
楚门的世界, 彼得·威尔 Peter Weir,1998,9.4,1804484人评价
辛德勒的名单, 史蒂文·斯皮尔伯格 Steven Spielberg,1993,9.5,1162567人评价
忠犬八公的故事, 莱塞·霍尔斯道姆 Lasse Hallström,2009,9.4,1443348人评价
海上钢琴师, 朱塞佩·托纳多雷 Giuseppe Tornatore,1998,9.3,1738858人评价
三傻大闹宝莱坞, 拉库马·希拉尼 Rajkumar Hirani,2009,9.2,1928291人评价
放牛班的春天, 克里斯托夫·巴拉蒂 Christophe Barratier,2004,9.3,1365117人评价
机器人总动员, 安德鲁·斯坦顿 Andrew Stanton,2008,9.3,1369234人评价
疯狂动物城, 拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore,2016,9.2,2039753人评价
无间道, 刘伟强 / 麦兆辉,2002,9.3,1430736人评价
控方证人, 比利·怀尔德 Billy Wilder,1957,9.6,609851人评价
大话西游之大圣娶亲, 刘镇伟 Jeffrey Lau,1995,9.2,1590129人评价
熔炉, 黄东赫 Dong-hyuk Hwang,2011,9.4,967240人评价
教父, 弗朗西斯·福特·科波拉 Francis Ford Coppola,1972,9.3,1011880人评价
触不可及, 奥利维·那卡什 Olivier Nakache / 艾力克·托兰达 Eric Toledano,2006,9.2,1575256人评价
寻梦环游记, 李·昂克里奇 Lee Unkrich / 阿德里安·莫利纳 Adrian Molina,2017,9.1,1771384人评价
末代皇帝, 贝纳尔多·贝托鲁奇 Bernardo Bertolucci,1987,9.3,932708人评价
龙猫, 宫崎骏 Hayao Miyazaki,1988,9.2,1315293人评价
怦然心动, 罗伯·莱纳 Rob Reiner,2010,9.1,1903991人评价
活着, 张艺谋 Yimou Zhang,1994,9.3,888138人评价
哈利·波特与魔法石, Chris Columbus,2001,9.2,1257330人评价
蝙蝠侠：黑暗骑士, 克里斯托弗·诺兰 Christopher Nolan,2008,9.2,1106784人评价
指环王3：王者无敌, 彼得·杰克逊 Peter Jackson,2003,9.3,838819人评价
我不是药神, 文牧野 Muye Wen,2018,9.0,2187345人评价
乱世佳人, 维克多·弗莱明 Victor Fleming / 乔治·库克 George Cukor,1939,9.3,721558人评价
飞屋环游记, 彼特·道格特 Pete Docter / 鲍勃·彼德森 Bob Peterson,2009,9.1,1382227人评价
素媛, 李濬益 Jun-ik Lee,2013,9.3,717153人评价
哈尔的移动城堡, 宫崎骏 Hayao Miyazaki,2004,9.1,1081151人评价
十二怒汉, Sidney Lumet,1957,9.4,519444人评价
让子弹飞, 姜文 Wen Jiang,2010,9.0,1771989人评价
何以为家, 娜丁·拉巴基 Nadine Labaki,2018,9.1,1086508人评价
摔跤吧！爸爸, 涅提·蒂瓦里 Nitesh Tiwari,2016,9.0,1626077人评价
猫鼠游戏, 史蒂文·斯皮尔伯格 Steven Spielberg,2002,9.1,1085143人评价
天空之城, 宫崎骏 Hayao Miyazaki,1986,9.2,922685人评价
海蒂和爷爷, 阿兰·葛斯彭纳 Alain Gsponer,2015,9.3,667432人评价
鬼子来了, 姜文 Wen Jiang,2000,9.3,655097人评价
少年派的奇幻漂流, 李安 Ang Lee,2012,9.1,1396555人评价
钢琴家, 罗曼·波兰斯基 Roman Polanski,2002,9.3,676910人评价
大话西游之月光宝盒, 刘镇伟 Jeffrey Lau,1995,9.0,1266723人评价
指环王2：双塔奇兵, 彼得·杰克逊 Peter Jackson,2002,9.2,787752人评价
闻香识女人, 马丁·布莱斯 Martin Brest,1992,9.1,931393人评价
死亡诗社, 彼得·威尔 Peter Weir,1989,9.2,771904人评价
绿皮书, 彼得·法雷里 Peter Farrelly,2018,8.9,1727526人评价
大闹天宫, 万籁鸣 Laiming Wan,1961(中国大陆) / 1964(中国大陆) / 1978(中国大陆),9.4,461309人评价
罗马假日, 威廉·惠勒 William Wyler,1953,9.1,982309人评价
指环王1：护戒使者, 彼得·杰克逊 Peter Jackson,2001,9.1,884207人评价
黑客帝国, 安迪·沃卓斯基 Andy Wachowski / 拉娜·沃卓斯基 Lana Wachowski,1988,9.2,699576人评价
教父2, 弗朗西斯·福特·科波拉 Francis Ford Coppola,1974,9.3,580132人评价
狮子王, Roger Allers / 罗伯·明可夫 Rob Minkoff,1994,9.1,883373人评价
辩护人, 杨宇硕 Woo-seok Yang,2013,9.2,613895人评价
饮食男女, 李安 Ang Lee,1994,9.2,652062人评价
搏击俱乐部, 大卫·芬奇 David Fincher,1999,9.0,883923人评价
本杰明·巴顿奇事, 大卫·芬奇 David Fincher,2008,9.0,1024075人评价
美丽心灵, 朗·霍华德 Ron Howard,2001,9.1,798879人评价
穿条纹睡衣的男孩, 马克·赫尔曼 Mark Herman,2008,9.2,592593人评价
窃听风暴, 弗洛里安·亨克尔·冯·多纳斯马尔克 Florian Henckel von Donnersmarck,1995,8.9,1171809人评价
两杆大烟枪, 盖·里奇 Guy Ritchie,1998,9.1,620927人评价
西西里的美丽传说, 朱塞佩·托纳多雷 Giuseppe Tornatore,2000,8.9,1015862人评价
音乐之声, 罗伯特·怀斯 Robert Wise,1965,9.1,629455人评价
看不见的客人, 奥里奥尔·保罗 Oriol Paulo,2016,8.8,1329378人评价
哈利·波特与死亡圣器(下), 大卫·叶茨 David Yates,2011,9.0,873366人评价
阿凡达, 詹姆斯·卡梅隆 James Cameron,2009,8.8,1474051人评价
拯救大兵瑞恩, 史蒂文·斯皮尔伯格 Steven Spielberg,1998,9.1,673321人评价
飞越疯人院, 米洛斯·福尔曼 Miloš Forman,1975,9.1,566752人评价
小鞋子, 马基德·马基迪 Majid Majidi,1997,9.2,428036人评价
功夫, 周星驰 Stephen Chow,2004,8.8,1200645人评价
沉默的羔羊, 乔纳森·戴米 Jonathan Demme,1991,8.9,931553人评价
布达佩斯大饭店, 韦斯·安德森 Wes Anderson,2014,8.9,989629人评价
禁闭岛, Martin Scorsese,2010,8.9,1022989人评价
蝴蝶效应, 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber,2004,9.0,776698人评价
致命魔术, 克里斯托弗·诺兰 Christopher Nolan,2006,8.9,896092人评价
心灵捕手, 格斯·范·桑特 Gus Van Sant,1997,9.0,749829人评价
超脱, 托尼·凯耶 Tony Kaye,2011,9.0,643816人评价
低俗小说, 昆汀·塔伦蒂诺 Quentin Tarantino,1994,8.9,873907人评价
摩登时代, 查理·卓别林 Charles Chaplin,1936,9.3,316528人评价
春光乍泄, 王家卫 Kar Wai Wong,1997,9.0,659459人评价
海豚湾, 路易·西霍尤斯 Louie Psihoyos,2009,9.3,366054人评价
喜剧之王, 周星驰 Stephen Chow / 李力持 Lik-Chi Lee,1999,8.8,1009756人评价
美国往事, 赛尔乔·莱翁内 Sergio Leone,1984,9.2,430884人评价
致命ID, 詹姆斯·曼高德 James Mangold,2003,8.9,865722人评价
杀人回忆, 奉俊昊 Joon-ho Bong,2003,8.9,755737人评价
哈利·波特与密室, Chris Columbus,2002,8.9,803988人评价
红辣椒, 今敏 Satoshi Kon,2006,9.1,497840人评价
加勒比海盗, 戈尔·维宾斯基 Gore Verbinski,2003,8.8,896276人评价
七宗罪, 大卫·芬奇 David Fincher,1995,8.8,976722人评价
一一, 杨德昌 Edward Yang,2000,9.1,425524人评价
狩猎, 托马斯·温特伯格 Thomas Vinterberg,2012,9.1,415741人评价
唐伯虎点秋香, 李力持 Lik-Chi Lee,1993,8.7,1128138人评价
7号房的礼物, 李焕庆 Hwan-kyeong Lee,2013,8.9,579710人评价
被嫌弃的松子的一生, 中岛哲也 Tetsuya Nakashima,2006,8.9,728528人评价
蝙蝠侠：黑暗骑士崛起, 克里斯托弗·诺兰 Christopher Nolan,2012,8.9,754192人评价
甜蜜蜜, 陈可辛 Peter Chan,1996,8.9,595809人评价
爱在黎明破晓前, 理查德·林克莱特 Richard Linklater,1995,8.8,719604人评价
请以你的名字呼唤我, 卢卡·瓜达尼诺 Luca Guadagnino,2017,8.8,757029人评价
第六感, M·奈特·沙马兰 M. Night Shyamalan,1999,8.9,581437人评价
入殓师, 泷田洋二郎 Yôjirô Takita,2008,8.9,695415人评价
超能陆战队, 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams,2014,8.7,1060044人评价
断背山, 李安 Ang Lee,2005,8.8,730963人评价
重庆森林, 王家卫 Kar Wai Wong,1994,8.8,848724人评价
剪刀手爱德华, 蒂姆·波顿 Tim Burton,1990,8.7,1066369人评价
勇敢的心, 梅尔·吉布森 Mel Gibson,1995,8.9,574022人评价
幽灵公主, 宫崎骏 Hayao Miyazaki,1997,8.9,548039人评价
爱在日落黄昏时, 理查德·林克莱特 Richard Linklater,2004,8.9,590817人评价
寄生虫, 奉俊昊 Joon-ho Bong,2019,8.8,1431861人评价
菊次郎的夏天, 北野武 Takeshi Kitano,1999,8.9,621646人评价
借东西的小人阿莉埃蒂, 米林宏昌 Hiromasa Yonebayashi,2010,8.9,579526人评价
消失的爱人, 大卫·芬奇 David Fincher,2014,8.7,997582人评价
无人知晓, 是枝裕和 Hirokazu Koreeda,2004,9.1,338297人评价
阳光灿烂的日子, 姜文 Wen Jiang,1994,8.8,638734人评价
时空恋旅人, 理查德·柯蒂斯 Richard Curtis,2013,8.8,712615人评价
完美的世界, 克林特·伊斯特伍德 Clint Eastwood,1993,9.1,330283人评价
倩女幽魂, 程小东 Siu-Tung Ching,1987,8.8,766172人评价
未麻的部屋, 今敏 Satoshi Kon,1997,9.1,365745人评价
天使爱美丽, 让-皮埃尔·热内 Jean-Pierre Jeunet,2001,8.7,976385人评价
小森林 夏秋篇, 森淳一 Junichi Mori,2014,9.0,440847人评价
哈利·波特与火焰杯, 迈克·内威尔 Mike Newell,2005,8.8,701810人评价
侧耳倾听, 近藤喜文 Yoshifumi Kondo,1995,8.9,483935人评价
驯龙高手, 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders,2010,8.8,788680人评价
幸福终点站, 史蒂文·斯皮尔伯格 Steven Spielberg,2004,8.8,596089人评价
一个叫欧维的男人决定去死, 汉内斯·赫尔姆 Hannes Holm,2015,8.9,511059人评价
教父3, 弗朗西斯·福特·科波拉 Francis Ford Coppola,1990,9.0,393268人评价
怪兽电力公司, 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman,2001,8.8,706714人评价
新世界, 朴勋政 Hoon-jung Park,2013,8.9,469492人评价
小森林 冬春篇, 森淳一 Junichi Mori,2015,9.0,393126人评价
茶馆, 谢添 Tian Xie,1982(中国大陆),9.6,165946人评价
玩具总动员3, 李·昂克里奇 Lee Unkrich,2010,8.9,543592人评价
傲慢与偏见, 乔·怀特 Joe Wright,2005,8.7,840286人评价
萤火之森, 大森贵弘 Takahiro Omori,2011,8.9,563946人评价
被解救的姜戈, 昆汀·塔伦蒂诺 Quentin Tarantino,2012,8.8,635870人评价
釜山行, 延尚昊 Sang-ho Yeon,2016,8.6,1250403人评价
神偷奶爸, 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud,2010,8.7,979791人评价
色，戒, 李安 Ang Lee,2007,8.7,862647人评价
九品芝麻官, 王晶 Jing Wong,1994,8.7,718969人评价
告白, 中岛哲也 Tetsuya Nakashima,2010,8.8,694607人评价
哪吒闹海, 王树忱 Shuchen Wang / 严定宪 Dingxian Yan,1979,9.2,272133人评价
玛丽和马克思, 亚当·艾略特 Adam Elliot,2009,9.0,432419人评价
喜宴, 李安 Ang Lee,1993,9.0,384999人评价
大鱼, 蒂姆·波顿 Tim Burton,2003,8.8,588789人评价
模仿游戏, 莫滕·泰杜姆 Morten Tyldum,2014,8.8,673906人评价
头号玩家, 史蒂文·斯皮尔伯格 Steven Spielberg,2018,8.6,1417155人评价
花样年华, 王家卫 Kar Wai Wong,2000,8.8,643509人评价
头脑特工队, 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen,1993,8.7,665898人评价
我是山姆, 杰茜·尼尔森 Jessie Nelson,2001,9.0,351390人评价
七武士, 黑泽明 Akira Kurosawa,1954,9.3,208150人评价
血战钢锯岭, 梅尔·吉布森 Mel Gibson,2016,8.7,808229人评价
阳光姐妹淘, 姜炯哲 Hyeong-Cheol Kang,2011,8.8,605641人评价
惊魂记, 阿尔弗雷德·希区柯克 Alfred Hitchcock,1960,9.0,314999人评价
恐怖直播, 金秉祐 Byeong-woo Kim,2013,8.7,679410人评价
黑客帝国3：矩阵革命, 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski,2016,8.5,1464860人评价
三块广告牌, 马丁·麦克唐纳 Martin McDonagh,2017,8.7,854626人评价
电锯惊魂, 詹姆斯·温 James Wan,2004,8.7,560688人评价
心迷宫, 忻钰坤 Yukun Xin,2014,8.8,553884人评价
达拉斯买家俱乐部, 让-马克·瓦雷 Jean-Marc Vallée,2013,8.8,471341人评价
疯狂原始人, 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders,2007,8.8,435200人评价
小丑, 托德·菲利普斯 Todd Phillips,2019,8.7,1049380人评价
英雄本色, 吴宇森 John Woo,1986,8.6,563604人评价
上帝之城, 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund,1984,8.9,368434人评价
绿里奇迹, 弗兰克·德拉邦特 Frank Darabont,1999,8.9,350273人评价
爱在午夜降临前, 理查德·林克莱特 Richard Linklater,2013,8.9,425353人评价
海街日记, 是枝裕和 Hirokazu Koreeda,2015,8.8,471445人评价
背靠背，脸对脸, 黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang,1994,9.5,148026人评价
心灵奇旅, 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers,2020,8.7,1033467人评价
纵横四海, 吴宇森 John Woo,1991,8.8,443597人评价
卢旺达饭店, 特瑞·乔治 Terry George,2004,8.9,343112人评价
疯狂的石头, 宁浩 Hao Ning,2006,8.6,859494人评价
记忆碎片, 克里斯托弗·诺兰 Christopher Nolan,2000,8.7,626622人评价
无间道2, 刘伟强 / 麦兆辉,2003,8.7,509217人评价
雨中曲, 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly,1952,9.1,239538人评价
2001太空漫游, 斯坦利·库布里克 Stanley Kubrick,1968,8.9,351436人评价
小偷家族, 是枝裕和 Hirokazu Koreeda,2018,8.7,842984人评价
岁月神偷, 罗启锐 Alex Law,2010,8.7,587882人评价
无敌破坏王, 瑞奇·莫尔 Rich Moore,2012,8.7,565985人评价
忠犬八公物语, 神山征二郎 Seijirô Kôyama,1987,9.2,203716人评价
荒蛮故事, 达米安·斯兹弗隆 Damián Szifron,2014,8.8,460879人评价
冰川时代, 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge,2014,8.7,615396人评价
恐怖游轮, 克里斯托弗·史密斯 Christopher Smith,2009,8.5,906867人评价
牯岭街少年杀人事件, 杨德昌 Edward Yang,1991,8.9,322630人评价
东京教父, 今敏 Satoshi Kon,2003,9.0,250250人评价
魔女宅急便, 宫崎骏 Hayao Miyazaki,1989,8.7,481917人评价
大佛普拉斯, 黄信尧 Hsin-yao Huang,2017,8.7,494974人评价
贫民窟的百万富翁, 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan,2008,8.6,767711人评价
遗愿清单, 罗伯·莱纳 Rob Reiner,2007,8.7,487370人评价
东邪西毒, 王家卫 Kar Wai Wong,1994,8.6,596531人评价
你看起来好像很好吃, 藤森雅也 Masaya Fujimori,2010,8.9,346780人评价
可可西里, 陆川 Chuan Lu,2004,8.9,316469人评价
末路狂花, 雷德利·斯科特 Ridley Scott,1991,8.9,283342人评价
城市之光, Charles Chaplin,1931,9.3,155405人评价
源代码, 邓肯·琼斯 Duncan Jones,2011,8.5,864955人评价
黑天鹅, 达伦·阿罗诺夫斯基 Darren Aronofsky,2010,8.6,803228人评价
海边的曼彻斯特, 肯尼斯·罗纳根 Kenneth Lonergan,2016,8.6,580730人评价
真爱至上, 理查德·柯蒂斯 Richard Curtis,2003,8.5,761142人评价
波西米亚狂想曲, 布莱恩·辛格 Bryan Singer,2018,8.6,634032人评价
雨人, 巴瑞·莱文森 Barry Levinson,1988,8.7,417361人评价
青蛇, 徐克 Hark Tsui,1993,8.6,548457人评价
初恋这件小事, 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...<br>
                            2010,2016,8.4,989897人评价
人工智能, 史蒂文·斯皮尔伯格 Steven Spielberg,2001,8.7,464637人评价
疯狂的麦克斯4：狂暴之路, 乔治·米勒 George Miller,2015,8.7,553803人评价
终结者2：审判日, 詹姆斯·卡梅隆 James Cameron,1991,8.8,355220人评价
恋恋笔记本, 尼克·卡索维茨 Nick Cassavetes,2004,8.5,699245人评价
虎口脱险, 杰拉尔·乌里 Gérard Oury,1966,8.9,269960人评价
芙蓉镇, 谢晋 Jin Xie,1987,9.3,155198人评价
新龙门客栈, 李惠民 Raymond Lee,1992,8.7,464479人评价
罗生门, 黑泽明 Akira Kurosawa,1950,8.8,329196人评价
无耻混蛋, 昆汀·塔伦蒂诺 Quentin Tarantino,2009,8.7,502374人评价
崖上的波妞, 宫崎骏 Hayao Miyazaki,2008,8.6,525030人评价
花束般的恋爱, 土井裕泰 Nobuhiro Doi,2021,8.6,687947人评价
千钧一发, 安德鲁·尼科尔 Andrew Niccol,1997,8.8,316658人评价
彗星来的那一夜, 詹姆斯·沃德·布柯特 James Ward Byrkit,2013,8.6,614630人评价
哈利·波特与死亡圣器(上), 大卫·叶茨 David Yates,2010,8.6,611909人评价
萤火虫之墓, 高畑勋 Isao Takahata,1988,8.7,416084人评价
高山下的花环, 谢晋 Jin Xie,1984(中国大陆) / 1985,9.5,107258人评价
白日梦想家, 本·斯蒂勒 Ben Stiller,2013,8.6,537741人评价
黑客帝国2：重装上阵, 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski,2017,8.6,568390人评价
二十二, 郭柯 Ke Guo,2015,8.7,299777人评价
火星救援, 雷德利·斯科特 Ridley Scott,2015,8.5,766408人评价
战争之王, 安德鲁·尼科尔 Andrew Niccol,2005,8.7,384192人评价
血钻, 爱德华·兹威克 Edward Zwick,2006,8.7,394953人评价
步履不停, 是枝裕和 Hirokazu Koreeda,2008,8.8,292891人评价
千年女优, 今敏 Satoshi Kon,2001,8.8,285433人评价
哈利·波特与凤凰社, 大卫·叶茨 David Yates,2007,8.5,607241人评价
房间, 伦尼·阿伯拉罕森 Lenny Abrahamson,2015,8.8,379112人评价
魂断蓝桥, 茂文·勒鲁瓦 Mervyn LeRoy,1940,8.8,289663人评价
谍影重重2, 保罗·格林格拉斯 Paul Greengrass,2004,8.7,367691人评价
大红灯笼高高挂, 张艺谋 Yimou Zhang,1991,8.8,303878人评价
蜘蛛侠：平行宇宙, 鲍勃·佩尔西凯蒂 Bob Persichetti / 彼得·拉姆齐 Peter Ramsey,2009,8.7,326664人评价
谍影重重, 道格·里曼 Doug Liman,2002,8.6,446753人评价
阿飞正传, 王家卫 Kar Wai Wong,1990,8.5,532572人评价
朗读者, 史蒂芬·戴德利 Stephen Daldry,2008,8.6,465815人评价
再次出发之纽约遇见你, 约翰·卡尼 John Carney,2013,8.6,442440人评价
隐藏人物, 特奥多尔·梅尔菲 Theodore Melfi,2016,8.9,230810人评价
