雍容华贵麒麟2937,2024-06-10,五菱星光 2024款 共创版·插混 1.5L 150km 领航型,5.00,10.2,3.9L/100km,2024-05,5月，终于喜提爱车啦！从星光23款一直等到24款，在5月上市，成为第一批车主，24款插混150领航型，没试车就直接下定啦！ 果然物超所值，满足了我对车车的所有需求！ 非常满意有以下几点： 1⃣️插混没有续航焦虑 2⃣️后排、后备箱空间超大，乘坐体验感很舒适 3⃣️油耗很低，很省钱 4⃣️外观大气，溜背造型很耐看 5⃣️中控屏很大，视觉效果很好👍 对我来说最实用的❤️一个功能就是车道保持，因为技术问题，经常会压线的，一压线方向盘会震动提醒，真的太赞了！ 还有360，现在倒车入库，侧方停车都贼厉害！！ 10万级别的车，拥有这么多功能真的很值了
一日千里海棠2877,2024-06-07,五菱星光 2024款 共创版·插混 1.5L 150km 领航型,4.43,10.2,,2024-05,外观拥有流畅的车身线条和时尚的前脸设计，后部的大溜背设计超级引人注目，给人整体印象就是高端大气。车身侧面线条柔和而充满动感，尾部设计很有科技感；车辆空间很大，不管是前排还是后排都很宽裕，乘坐舒适度很高。后备箱空间超宽敞，日常存储完全够用；动力性能1.5L发动机对于日常驾驶是足够的，但是在高速行驶的时候，发动机和胎噪声音很大，有点影响驾驶体验；车机挺流畅但是不太智能，就是很基础的功能，我购买的领航版有智能驾驶辅助系统，但我没咋用过，不太会用，说是有自动驻车我也不知道怎么开，有无智能驾驶价格相差不大，有需要的话可以安排上；座椅很舒服，本来还买了座椅套的，但原
巧1797,2024-05-29,五菱星光 2024款 共创版·纯电 510km 进阶版,5.00,,,,五菱星光纯电是今年刚上市不久的一款车型，也是五菱唯一的一款高续航的纯电超A级轿车。有410和510续航两个配置选择。从去年底一直在观注五菱星光这款车做为人民的五菱就造什么的概念，五菱星光这款车上市在性价比真的很高，设计也时尚年轻，从星光混动上市以来他的销量很不错在我们这种3.4线城市，路上常可以看见星光的的身影。 从外观上来说我觉的五菱星光纯电颜值更上一级，当然这只代表我个人审美，毕竟审美这玩意各有所喜。这款车型新上市新增了一个红色，说实话五菱的车子很少有红色，五菱这次出的红色也给更女性用户提供了更多的选择。 配置方面很多超过了这个价位，不输B级
福特车小银,2024-05-25,五菱星光 2023款 1.5L 150km 进阶版,4.93,9.88,,2024-04,最满意 最满意 在城市的繁忙街头，星光所展现出色的油耗表现是为驾驶者带来经济实惠的驾驶体验，在现在这个满大街都是车辆的时代，五菱星光车型带给我的是外观颜值时尚大气，用车成本低，是现代年轻人的贴心代步小能手~ 最不满意 最不满意 虽然说新车的定价还是比较合理的，而且整体的品质也没有什么问题，但咨询看五菱车的好多款车型好像都没有备胎，这让我有点没有安全感。 空间  车内空间上不仅宽敞，而且充分考虑了我们驾驶员以及乘客的舒适性。座椅方面的设计算的上是比较舒适的质感，不管是前排空间的利用使得车内更为通透以致于空间感给人一个在长时间驾驶乘坐中不会感到疲劳。 驾驶感
行业翘楚小树0696,2024-05-21,五菱星光 2023款 1.5L 150km 进阶版,4.57,9.6,,2024-03,随着现在人们对于自驾旅行的热衷喜爱，选择一款适合长途自驾的汽车成为了关键。在众多车型中，五菱星光插混版以其出色的性能和舒适的驾乘体验，成为了无惧长途驾驶的绝佳选择。 首先，五菱星光混动车拥有强大而高效的动力系统。搭载的混合动力系统能够在长途驾驶过程中持续提供稳定而高效的动力输出。这款车型提供的1.5升四缸发动机和电动机的组合，既具备了足够的动力储备，又降低了燃油消耗，使得长途驾驶更加经济高效。 其次，五菱星光混动车以其出色的悬挂系统和舒适的座椅设计，为长途驾驶提供了极致的驾乘体验。优质的悬挂系统能够有效减震，并降低车辆行驶中的颠簸感，让驾驶者在漫长的路程
雷厉风行芒果0968,2024-05-15,五菱星光 2024款 共创版·插混 1.5L 150km 进阶型,5.00,,,,这款车探店试驾之后，我就觉得它的性价比是非常高的，很多人都在说订不到车之类的，说明这辆车的销量非常的火爆，配置一点都不少。外观造型还是很好看的，看起来一点都不觉得有塑料感，尤其是这款高配的它的轮毂，看起来也是设计的很精细，比低配版本的轮毂更好看。 这个车特点就是空间大，2.8米的轴距B级车的空间，中排腿部空间都是都是非常大的敲个二郎腿都是完全没有问题的。驾乘空间尽显宽敞
龙猫车手00738791,2024-05-14,五菱星光 2023款 1.5L 150km 进阶版,4.43,10.98,3.98L/100km,2024-02,【购车经历】 一直在观望，准备入手一台新能源汽车，偶尔一次在***看到这一台车的推广，车身外观表现展现出高级感和运动气息。车身线条流畅，前脸采用大尺寸进气格栅，给人留下深刻印象，这也是我为什么选择它的原因。颜值空间操控都很好，就前往线下门店看车，试驾，满意就决定买一台。 【最满意】 内部空间，无论是驾驶座椅还是后排乘客座椅，都拥有充裕的头部和腿部空间，后排乘坐空间尤其充裕，适合家庭出游或载上全家人去走亲戚，很适合我们这些大家庭。 【驾驶感受】 五菱星光的方向盘手感很舒适，转向灵活且准确，悬挂系统运行平稳，过坑平顺，给人一种安全感。 【油耗情况
哮天车手00394877,2024-04-30,五菱星光 2023款 1.5L 70km 标准版,4.64,,,,被种草了五菱星光～分享一下用车体验啦～ ⭐外观设计独具一格，五环高强钢车身，线条流畅，充满力量感。车身如同精钢打造的铠甲，坚固而耐用。 驾驶在宽广的公路上，感受风儿轻轻拂过面颊，仿佛置身于自然的怀抱中。 ⭐坐进驾驶室，瞬间被舒适的内饰和精致的做工所吸引。环抱舒压座椅感受到了无与伦比的舒适度。配备了丰富的智能科技配置，如智能语音控制系统、多功能方向盘等，轻松掌握驾驶的乐趣。 前排座椅靠背可与后排坐垫齐平连成躺椅，带娃、旅游都不用担心休息问题，让你体验到“超A级空间” ⭐启动车辆，强大的动力表现，加速顺畅，在驾驶过程中感受到无尽的驾驭快感，神炼电池千
才华盖世金龙2713,2024-04-27,五菱星光 2023款 1.5L 150km 进阶版,4.86,9.98,,2024-04,最满意 空间特别大，而且前排可以放到和后排一起就能实现躺椅功能，还是我目前接触到有这种功能的第一台车，实用性很强，午休小憩啥的在车里又舒服又方便。 烧电，费用就很低，快充中午的谷峰时间也就6毛一度电，充满几块钱，但是够跑几天了。就算用油也特别剩，本身车是比较大的，但是油耗也就4个左右。 最不满意 车机系统不算很智能，每次开机启动还得设置一下驾驶模式、空调温度和风速之类的，不会按照上次关机的模式智能记忆。不知道这个问题后面通过升级系统会不会好一些。但是这种需要经常升级的又担心后期代码冗余造成系统卡顿，就像手机一样，新手机出来，没用几年的老手机就卡了。后续车
超群绝伦软桃0687,2024-04-27,五菱星光 2023款 1.5L 150km 进阶版,4.64,9.98,,2024-01,车型：五菱星光150进阶版 续航：满电100km左右，气温高些可以到110 用车小结：一月初提的车，到现在开了3个多月了，平时都是在市区及周边代步，春节期间开过几次长途，每次大概230公里左右。两个月平均百公里油耗在4.5到5之间，春节堵在国道上的时侯，最极限的开到过3.5的油耗。 因为没有家充，平时都是在外面商用桩充电，一度电0.89到1.15之间，这两个月的用车消耗大概是每公里0.4元，这个价格还是比较令人满意的。 夸完了之后，就应该指出问题了，第一点就是更新后的360影像，逻辑十分反人类，非常的不好用，更新后我刮了两次车，心疼啊，有消息说是之后会改
车手59729118JP,2024-04-24,五菱星光 2023款 1.5L 150km 进阶版,4.71,10.48,4L/100km,2024-01,人不完人，车无完车 我就我驾驶这3个月来说 发现了以下问题 1，方向盘抖动（HEV模式下） 在城市道路我们会遇到很多路口等红灯，这时候轻微踩刹车的一瞬间，方向盘会有明显的振动感，本人遇到过一次。 2，副驾驶门窗（具体哪个位置不清楚）有异响，目前不清楚是什么原因导致的，待我去4s店。 3，方向盘有异响，就是你左右转弯的时候，周围环境很安静的情况下，你会听到这个方向盘摩擦的声音。 4，下雨天过后，通过稀泥巴路段，踩刹车时候，有异响 目前就这些问题 我马上去4S店 保养 看看怎么个事 ======== 优点就太多太多了 我说几点感受比较深的 操控起来很顺，空间
白虎车手01582187,2024-04-23,五菱星光 2023款 1.5L 150km 进阶版,5.00,,,,对于这款星光真的我不知道该怎么夸了，之前来静态体验过了这次我终于有时间来试驾感受了一下，在五菱汽车里面星光真的是很惊艳的出场，这车是灵犀混动的，就是插电式混动车型，既可以充电也可以加油，在全场景用车可以自己随意选择用电还是用油，就很帅是不是。 这车我就不理解为什么没有个天窗呢 我个人是比较喜欢有天窗的 ，再就是低配的轮毂了不是很喜欢，看着就拉低了档次。最喜欢的是它的外观设计，星
追风逐电蓝莓2657,2024-04-21,五菱星光 2024款 共创版·纯电 410km 标准版,5.00,,,,五菱星光的外观是走的时尚动感风格，前脸采用了进气格栅和大灯组合设计，这样车子更有辨识度，车身的线条也比较流畅与镀铬装饰运用使整车都显得个性化，侧面的凸起线条让整个车子造型更有动感。星光的座椅采用舒适材质，提供了足够的支撑感，坐垫和靠背都有良好的包裹性，长时间乘坐的话不会显得很疲劳。仪表盘布局比较简单大气，各项功能操作也比较直观，中控台上的按钮排布也很合理，非常方便操作，内部空间虽然不算大，但是储物空间布置的很合理，能够满足日常使用需求。星光属于混动系统，这个系统让整个驾驶过程都很平顺，转速的切换几乎是感受不到的，混动系统为车辆提供了额外的动力，加速表现也
SONGJUN7,2024-04-15,五菱星光 2023款 1.5L 150km 进阶版,5.00,10.58,,2024-03,对于这款星光真的我不知道该怎么夸了，之前来静态体验过了这次我终于有时间来试驾感受了一下，在五菱汽车里面星光真的是很惊艳的出场，这车是灵犀混动的，就是插电式混动车型，既可以充电也可以加油，在全场景用车可以自己随意选择用电还是用油，就很帅是不是。最满意是空间大，后排真的很大，皮座椅，主驾是电动调节，360度全景影像，可以远程控制空调，开门，开后备箱等等，短途纯电太香，家里充电1毛钱一公里，外观时尚前卫，有快充和慢充接口，油箱也很大52升，屏幕很大，等人的时候看个爱奇艺还是不错的，手机高德地图可以直接推送给屏幕，这样非常方便，微信位置也能推送给屏幕，方便的很，
灵动的石榴1739,2024-03-30,五菱星光 2023款 1.5L 70km 标准版,4.93,,,,被种草了五菱星光～分享一下用车体验啦～ ⭐外观设计独具一格，五环高强钢车身，线条流畅，充满力量感。车身如同精钢打造的铠甲，坚固而耐用。 驾驶在宽广的公路上，感受风儿轻轻拂过面颊，仿佛置身于自然的怀抱中。 ⭐坐进驾驶室，瞬间被舒适的内饰和精致的做工所吸引。环抱舒压座椅感受到了无与伦比的舒适度。配备了丰富的智能科技配置，如智能语音控制系统、多功能方向盘等，轻松掌握驾驶的乐趣。 前排座椅靠背可与后排坐垫齐平连成躺椅，带娃、旅游都不用担心休息问题，让你体验到“超A级空间” ⭐启动车辆，强大的动力表现，加速顺畅，在驾驶过程中感受到无尽的驾驭快感，神炼电池千
hmc1528477410022,2024-03-30,五菱星光 2023款 1.5L 150km 进阶版,5.00,10.58,,2024-01,最满意就是这个价位能给这个外观，而且还是传奇品牌-五菱。直到星光的出现，当时这个外观出来时候就惊艳到我，不敢相信五菱的车可以这么帅气，而且价格也可以接受。 空间是没得说，后排空间感觉和b级车一样，五菱这次真是吧空间做到了极致。中控下边还做了一个镂空的设计，可以把一些杂物放进去，既提升了储物空间又显得中控十分整洁。副驾还贴心了放了个小挂钩，从这点小细节看出来，五菱真用心了。后排中间位置也没有隆起，平时五个人满载没
飞驰的蝴蝶2577,2024-03-29,五菱星光 2023款 1.5L 150km 进阶版,4.71,9.98,,2024-03,【购车经历】 五菱星光的设计非常好看，看上去很高级。车头、车侧、车尾的设计都比较有看点，颜值控可以重点考虑。 内饰方面，车子的造型很新能源，一个大屏涵盖了大部分功能，它的运转速度很快，Ling OS系统依旧很智能，语音识别能力超级棒。 空间是五菱星光的强项，2800mm的轴距是越级的水平，身高185cm 体重200斤的人能在后排找到合适的坐姿，这个表现已经是越级的了。 并且从新车的车身尺寸来看，五菱星光的长宽高分别为4835/1860/1515mm，轴距2800mm，在同级别车型中很有优势。 动力上面，五菱星光前期先上市的是插混版本，动力系统由1.5L自
白玉环mz,2024-03-28,五菱星光 2023款 1.5L 150km 进阶版,5.00,9.98,4.5L/100km,2024-02,在性价比方面，五菱星光作为一款插电式混动轿车还是有出色的表现的
追风逐电蓝莓2657,2024-03-28,五菱星光 2023款 1.5L 150km 进阶版,5.00,,,,星光的前脸设计特别像轿跑车型非常有特色，自动大灯，全LED透镜灯源结合远光辅助、转向辅助功能，外观时尚，符合年轻人的审美，加上侧面线条很流畅，溜背式的造型搭配上悬浮式的车顶设计整体更加年轻更具运动感。 星光内饰整体简约而且宽敞，营造出一种很舒适的空间感。乘坐时前排拥有独特的躺平式设计，前排座椅向后放到180度可与后排坐垫齐平，连成躺椅，长途出行也可以享受沉浸式“躺平”的闲暇时刻，后排腿部空间灵活坐姿随意自如不受限制。座椅质量很好，坐感很舒适。中控台布局也合理简洁，操作逻辑清晰，各种功能一目了然，车内储物空间也设计的很合理，非常方便放个人物品。空间感很充裕
优雅别致布偶2586,2024-03-28,五菱星光 2023款 1.5L 150km 进阶版,5.00,,,,老早就听说五菱准备出一款混动轿车，一直在关注。终于等来了这辆车的消息。五菱星光是五菱旗下新推出的一款混动轿车。这不预售价出来了，实车也到店了，就迫不及待的来看看这款车。下面就让大家看看我看到的五菱星光是什么样子的。 这车的外观。这款车的审美还是比较符合大众的品味的。初见五菱星光，就被它流畅动感的车身线条和时尚别致的前脸设计所吸引。 这车的空间设计很有特色。虽然定位是A级轿车，尺寸空间表现却达到了B级车的标准，特别是2800mm的轴距，这让车内的乘坐空间很是充裕，坐进去一点不会觉得约束。 人性化的设计更得人心。从小的储物方面来说，这车设有多处大小不同、功能
车手36853889YE,2024-03-27,五菱星光 2023款 1.5L 150km 进阶版,4.93,9.98,,2024-03,最满意 五菱星光最级引我的不是好看的外观，而是超长的续航。百公里的油耗4个油都不到，满油满电的情况可续航高达1100km的续航，算下来每公里只要3毛多，只要不跑长途、充电勤快一点基本上都不用油，在油耗这块就能省很多钱了。现在油价上涨如果买一个纯燃油的光油费这块就有点负担不起了;开五菱星光省油又省钱。 最不满意 其他方面都挺好的，不好的是没有备胎，开起来会有点噪音。 空间 车身长度4米8、2米8大轴距比同级别还大一点，车内的空间也是相当大的，一家人坐进去也不觉得拥挤，前后排坐进去都可以有足够的活动空间。 驾驶感受 开起来很舒服，油门和刹车都很灵敏轻点一下就
顶天立地小鲨2582,2024-03-21,五菱星光 2023款 1.5L 150km 进阶版,5.00,9.98,,2024-02,提车有一个多月了，浅说一下感受先说一下车子的基本情况吧 1、自从我提车后，闺蜜就说我的车子太好看，太好开了。就拉着我来到店里来看车，她看上了这款银灰色的这款，这个颜色更耐看，当时我提车没有。刚好赶上店里搞品鉴会，还准备了水果，和试驾体验礼。我也就不请自来，和闺蜜都拿到了心仪已久的米奇玩偶、在购车之前对比了很多车型，本人又有选择困难症，预算又不高，但又想要省油，动力不错的车，在网上翻阅时无意间看到五菱星光，当时就被他大气的外观所吸引，加上插混动力，最重要是价格也在我预算范围内，果断下叉，目前使用一段时间总体非常不错，平时上下班用电根本就不需要加油yyds又
灼灼桃花妖姬,2024-03-18,五菱星光 2023款 1.5L 70km 标准版,4.64,7.98,4L/100km,2024-03,只开了一次，社恐了三天…….© 因为太抢眼了，坐标小县城，路上看到的五菱很多都是货车 五菱星光真的 我哭喜會们朕尊嘟耐不住它便宜 又好看啊 上路都没人敢抢我道了08太显贵了哈哈哈哈 开出去都会被拦着问这车怎么样… 同事都会问我可不可以给他试驾一下但 我们i人真的顶不住一点社恐别买真的060 还有就是准点下班很容易被抓6 C今天统一回答一波： ① 五菱星光，插电混动的，可以坐五人 Z 上的绿牌，没有购置税，上高速很轻松 3 可以当纯电开 也很省油，1公里才花3毛菌 ④ 主副驾双气囊和前排侧气囊，有常用的360全景影像、语音助手，而且中控屏很大有15.6英寸
鲁班小,2024-03-13,五菱星光 2023款 1.5L 150km 进阶版,4.93,10.5,,2024-03,买车计划了好久，本来年初就想买SUV，但是工资不高加上日常用车也不太多，在一想起油耗就暂时不在考虑了，一等就等到年底了，因为过年回家要用车，本来还在看byd秦和荣威d7，结果五菱的星光突然杀出，但是考虑是新品牌想在观望一下，试驾了一下各方面都非常ok，就等价格能不能再降点(当时想着元旦应该会不会更加优惠)，结果一等非但没有降价反正还要排产了，然后就去谈价格赶紧预定了，提车一周。 用车里程: 目前一周一共行驶了362km，在城市和快速路上行驶的平均油耗应该在3.8L左右，整体还可以接受;用车优点: 1.空间大:感觉前排空间，后排空间贼大，我一米七五，坐车里
冬天的南瓜,2024-02-28,五菱星光 2023款 1.5L 150km 进阶版,4.86,9.98,4.5L/100km,2024-02,【购车经历】 本来想着年前购车的，无奈公司年终绩效要年后才发，本来计划着提车激动的心情瞬间像这冬天的冰块了，哈哈，不过咱确实也无法呀，只能计划推后了。 今年过年气氛蛮好的，这几天天气也不错，特别是今年放烟花都没有严格管控，注意安全就行，好多年过年没有今年这么热闹了，大人小孩都高兴！ 果然快乐的时光总是短暂的，觉得没玩几天假就结束了，回来上了几天办绩效终于发了，打工人可不就盼望着发工资吗！拿到钱就直奔五菱店，看车的经历就不介绍了最后就只相中了五菱星光，最让我激动的是过完年看车刚好赶上五菱星光做限时特价活动，进阶版的优惠了6000！！这么一想过年回去玩了一个
含蓄的玄武2287,2024-01-30,五菱星光 2023款 1.5L 150km 进阶版,4.79,10.98,4L/100km,2023-12,【最满意】 最满意的就是他动力方面的配置，1.5L的动力，自己觉得是比较适合自己的，白色车身，侧面线条优美，车身整体感觉修长，中空部分也都比较高大上，还是比较实惠的，没有天窗是可以理解，毕竟一年开不了几次，只是个人喜欢罢了， 【最不满意】 就是刚开始的时候车里有一点异味，可能是因为有塑料布套着的原因，后面自己开窗透气几次以后就没有了。 【驾驶感受】 星光开起来还是十分不错的，无论是用电还是用油，整体的动力是十分足够的，行驶起来很平顺，加上提速十分的迅速，刹车也很灵敏，没有什么顿挫感，我女朋友说方向盘打起来也是很轻便的，打起来很顺滑，不用费什么大力气，还是
芜湖五菱宝骏LJ,2024-01-30,五菱星光 2023款 1.5L 150km 进阶版,4.93,10.58,,2024-01,【购车经历】 在纠结买油车还是新能源的时候，朋友买了五菱的新能源让我和她买一样的车，所以就去店里看看，有些东西就是缘分，店里正好到了五菱星光的车，是混动车型，正好不用纠结了就选择混动车好的很又省油。 【最满意】 主要还是外形比较吸引人，其实我自己不太喜欢太长的车，感觉后期倒车不太好控制，销售说说不用太担心，系统里有360度全景影像全程守护。 【空间表现】 内饰方面，五菱星光PHEV的设计风格简约豪华，配备了两幅式多功能方向盘，选用了8.8英寸全液晶仪表盘和15.6英寸触控屏幕，并搭载Ling OS车机系统，支持语音识别、车联网、OTA升级等智能化功能
愚人码头lPPz,2024-01-28,五菱星光 2023款 1.5L 150km 进阶版,4.86,10.58,150L/100km,2024-01,【购车经历】 就想买个便宜的代步车，但是果然颜值还是放在了第一位，所以五菱星光你赢了你让我第一眼就很有眼缘😉 【最满意】 颜值第一，因为是油电混动的，在油耗方面比较友好，一般在市区跑最低预计在3.5L，平时油电轻松切换，空间也比较舒服没有压抑感。 【空间表现】 内饰方面，五菱星光PHEV的设计风格简约豪华，配备了两幅式多功能方向盘，选用了8.8英寸全液晶仪表盘和15.6英寸触控屏幕，并搭载Ling OS车机系统，支持语音识别、车联网、OTA升级等智能化功能，支持通手机APP远程控等智能系统。反应也比较灵敏，屏幕还真的不错，还有车机流量赠送，搞得
车手48090183FO,2024-01-28,五菱星光 2023款 1.5L 150km 进阶版,4.36,10.58,3.9L/100km,2024-01,五菱星光的外观设计挺漂亮的 整个车身造型真的非常酷好看 特别是尾部Z字造型尾灯 常的有辨识度，好好看 柔软的沙发座椅、主驾可以6向调节 15.6英寸的悬浮智能中控屏 LingOS小菱语音系统 有6个扬声器 音响效果也是杠杠滴 半隐藏式门把手也很特别 这个款配置还有 360全景影像 感觉太棒了 我选择150公里进阶版 现在可以分期 24期免 0 息 我只要交个首付不到5.8万就可以开回家了 每个月付1958元还是可以接受的 关键是这个车可油可电 百公里油耗3.9L/KM 一箱油就可以跑1100公里 还能跟新能车一样免购车税 这个都将剩下一万块了 还能跑长途
长风破浪t5,2024-01-27,五菱星光 2023款 1.5L 150km 进阶版,4.86,10.58,,2023-12,我对这款新车期待已久，很快就到店里下定星光进阶版。当初星光刚曝光时候，我就觉得它长得挺好看；看到实车后，我再次觉得自己没看错：星光前脸大气，大灯组造型锐利有神，整车线条造型流畅舒展，配合造型别致的轮毂，运动感挺强。星光颜值较高的同时，内部空间也够宽敞，身高一米七八的我无论是坐在前排还是后排，都不觉得局促；轴距则是2800mm，完全可以和B级车掰手腕，更有同级最大540L的后备厢储物空间，无论是日常买菜带娃，还是全家出行都完全没问题。最后，说一下这车的经济性，我选择的是150进阶版，这车纯电状态下的续航里程为150km，一般情况下，我在市区开都是用这个模式
龙猫车手01557755,2024-01-25,五菱星光 2023款 1.5L 150km 进阶版,5.00,10.58,5.1L/100km,2024-01,选择五菱星光主要是因为颜值高，后来试驾了一下感觉开起来也不错，价格也是在我预算范围内，五菱星光底盘很稳，像在过坑洼路面，车也不会太颠，乘坐非常舒适，五菱星光是一款油电插混轿车，油耗对于我这个新手司机来说，这车油门踩的多才5个多点，我觉得在市里开已经很省了，充电给自己家安装了一个充电桩，基本上就不用去快充站的，成本进一步降低了，之前家里油车一个月就得1000元油钱，现在换成星光大大节省了一笔开支。空间方面更不用说了，实在是满意的不行了，大空间舒服度也是杠杠的，前排座椅还可以躺平，可以和后排座垫齐平，平时偶尔出去累了可以躺在车里面休息，在同级别车中还是很出色
王老大Jz4V,2024-01-25,五菱星光 2023款 1.5L 150km 进阶版,4.86,10.58,,2023-12,星光作为23年底爆火的车款大家肯定都不会不熟悉，作为提了几天车的星光车主，不吹不黑的说一下到现在给我的体验感受。当初买车的时候，已经提了宋plus的表哥表示店里的试驾车颇有种老款公交座椅的感觉。说实话，当初后座也确实是我犹豫的原因之一，因为它的下陷程度有些深，导致像我妈这种腰不太好的人第一次坐会觉得有点难以适应。虽然因为座椅纠结，但最后考虑到车整体的性能，还是直接选择了星光。没想到新到的车和试驾车后排的下陷程度完全不一样，不知道是不是我的错觉，但个人感觉好像提高了一些，连我妈都觉得有些变化。说完了坐垫的舒适度，再来说说驾驶感受，平时主要以接送家里人和外出
弹钢琴004,2024-01-21,五菱星光 2023款 1.5L 150km 进阶版,4.50,10.58,,2023-11,提车作业，置换星光40天了，预售开始就关注这个车。 因为买油车时候研究变速箱，at cvt双离合什么的。到买新能源混动的时候做了很多功课去研究混动变速箱原理!实际郊区驾驶的时候感觉星光这个车单挡dth变速箱平稳踩油门，用电把车速上到70 、80左右，发动机介入。就和开油车 1到6挡升速度，第7挡巡航正常开!整体驾驶和油车没区别。超车时候深踩油门发动机电机同时驱动时加速感比较强!发动机直驱遇到过两次，跑50公里小长途!没感觉有什么不一样的地方!买这个车最看中的两点续航油耗，800公里一箱油1次满电整体感觉用车成本还行，能接受 续航冬天零下2到15度用车，不
神出鬼没雨滴2119,2024-01-18,五菱星光 2023款 1.5L 150km 进阶版,4.57,10.58,,2023-12,在城市驾驶中，车辆展现了卓越的油耗表现，经济实用。转向手感灵活，操控顺畅，使驾驶者能够轻松穿梭于繁忙的街道中。车内空问设计合理，座椅的舒适感和支持度都令人满意。车辆的外观设计时尚大气，符合年轻驾驶者的审美需求。 最不满意的应该就是隔音这块了，隔音不是那么的理想，还是有待提高，我认为车子的隔音还是非常重要的，车内比较安静的话，开着就比较舒心，放松。 外观方面，这种运动的感觉也是我们年轻人喜欢的，可以说是吸引力很高，星光整体的风格气场我很喜欢，看着非常时尚，本来我对它也是一见钟情，更耐看一些，整车线条都很流畅，设计也足够的现代化，给整体加分不少。在夜间行车点
